-182.997, 77.693, 1.945,  1.765
-182.981, 77.630, 1.945,  1.798
-182.965, 77.567, 1.947,  1.831
-182.950, 77.504, 1.949,  1.864
-182.934, 77.441, 1.952,  1.897
-182.919, 77.378, 1.956,  1.930
-182.904, 77.314, 1.962,  1.963
-182.889, 77.250, 1.968,  1.996
-182.874, 77.186, 1.975,  2.029
-182.859, 77.122, 1.982,  2.062
-182.844, 77.057, 1.990,  2.095
-182.829, 76.992, 1.998,  2.128
-182.815, 76.927, 2.005,  2.161
-182.801, 76.862, 2.013,  2.194
-182.787, 76.796, 2.020,  2.227
-182.773, 76.730, 2.027,  2.260
-182.759, 76.663, 2.033,  2.293
-182.745, 76.597, 2.039,  2.326
-182.731, 76.530, 2.045,  2.359
-182.718, 76.463, 2.051,  2.392
-182.704, 76.396, 2.057,  2.425
-182.691, 76.328, 2.062,  2.458
-182.678, 76.261, 2.068,  2.491
-182.665, 76.193, 2.073,  2.524
-182.652, 76.125, 2.079,  2.557
-182.640, 76.057, 2.085,  2.590
-182.627, 75.988, 2.091,  2.623
-182.615, 75.919, 2.097,  2.656
-182.602, 75.850, 2.103,  2.689
-182.590, 75.781, 2.109,  2.722
-182.578, 75.712, 2.116,  2.755
-182.566, 75.642, 2.122,  2.788
-182.555, 75.572, 2.129,  2.821
-182.543, 75.502, 2.136,  2.854
-182.531, 75.431, 2.142,  2.887
-182.520, 75.360, 2.149,  2.920
-182.509, 75.289, 2.155,  2.953
-182.498, 75.218, 2.162,  2.986
-182.487, 75.147, 2.168,  3.019
-182.476, 75.075, 2.175,  3.052
-182.465, 75.003, 2.181,  3.085
-182.454, 74.931, 2.188,  3.118
-182.444, 74.859, 2.194,  3.151
-182.434, 74.786, 2.201,  3.184
-182.423, 74.713, 2.207,  3.217
-182.413, 74.640, 2.214,  3.250
-182.403, 74.567, 2.221,  3.283
-182.393, 74.493, 2.227,  3.316
-182.383, 74.419, 2.234,  3.349
-182.374, 74.345, 2.241,  3.382
-182.364, 74.271, 2.248,  3.415
-182.355, 74.197, 2.254,  3.448
-182.346, 74.122, 2.261,  3.481
-182.336, 74.047, 2.268,  3.514
-182.327, 73.972, 2.275,  3.547
-182.318, 73.896, 2.282,  3.580
-182.309, 73.820, 2.288,  3.613
-182.301, 73.744, 2.295,  3.646
-182.292, 73.668, 2.302,  3.679
-182.283, 73.592, 2.309,  3.712
-182.275, 73.515, 2.316,  3.745
-182.267, 73.438, 2.323,  3.778
-182.258, 73.361, 2.330,  3.811
-182.250, 73.283, 2.337,  3.844
-182.242, 73.206, 2.344,  3.877
-182.234, 73.128, 2.352,  3.910
-182.226, 73.049, 2.359,  3.943
-182.219, 72.971, 2.366,  3.976
-182.211, 72.892, 2.373,  4.009
-182.203, 72.813, 2.380,  4.042
-182.196, 72.734, 2.387,  4.075
-182.189, 72.655, 2.395,  4.108
-182.181, 72.575, 2.402,  4.141
-182.174, 72.495, 2.409,  4.174
-182.167, 72.415, 2.417,  4.207
-182.160, 72.334, 2.424,  4.240
-182.153, 72.253, 2.432,  4.273
-182.147, 72.172, 2.439,  4.306
-182.140, 72.091, 2.447,  4.339
-182.133, 72.010, 2.454,  4.372
-182.127, 71.928, 2.461,  4.405
-182.120, 71.846, 2.469,  4.438
-182.114, 71.764, 2.476,  4.471
-182.108, 71.681, 2.484,  4.504
-182.102, 71.598, 2.491,  4.537
-182.095, 71.515, 2.499,  4.570
-182.089, 71.432, 2.507,  4.603
-182.083, 71.349, 2.514,  4.636
-182.078, 71.265, 2.522,  4.669
-182.072, 71.181, 2.530,  4.702
-182.066, 71.096, 2.537,  4.735
-182.060, 71.012, 2.545,  4.768
-182.055, 70.927, 2.553,  4.801
-182.049, 70.842, 2.561,  4.834
-182.044, 70.756, 2.569,  4.867
-182.039, 70.671, 2.577,  4.900
-182.033, 70.585, 2.584,  4.933
-182.028, 70.498, 2.592,  4.966
-182.023, 70.412, 2.600,  4.999
-182.018, 70.325, 2.608,  5.032
-182.013, 70.238, 2.616,  5.065
-182.008, 70.151, 2.624,  5.098
-182.003, 70.063, 2.633,  5.131
-181.998, 69.975, 2.641,  5.164
-181.994, 69.887, 2.649,  5.197
-181.989, 69.799, 2.657,  5.230
-181.984, 69.710, 2.665,  5.263
-181.980, 69.621, 2.673,  5.296
-181.975, 69.532, 2.682,  5.329
-181.971, 69.443, 2.690,  5.362
-181.967, 69.353, 2.698,  5.395
-181.962, 69.263, 2.707,  5.428
-181.958, 69.172, 2.715,  5.461
-181.954, 69.082, 2.724,  5.494
-181.950, 68.991, 2.732,  5.527
-181.946, 68.900, 2.741,  5.560
-181.942, 68.808, 2.749,  5.593
-181.938, 68.716, 2.757,  5.626
-181.934, 68.624, 2.766,  5.659
-181.930, 68.532, 2.774,  5.692
-181.926, 68.439, 2.783,  5.725
-181.923, 68.346, 2.791,  5.758
-181.919, 68.253, 2.800,  5.791
-181.915, 68.160, 2.809,  5.824
-181.912, 68.066, 2.817,  5.857
-181.908, 67.972, 2.826,  5.890
-181.905, 67.877, 2.835,  5.923
-181.901, 67.783, 2.844,  5.956
-181.898, 67.688, 2.853,  5.989
-181.894, 67.593, 2.862,  6.022
-181.891, 67.497, 2.870,  6.055
-181.888, 67.401, 2.879,  6.088
-181.885, 67.305, 2.889,  6.121
-181.881, 67.208, 2.898,  6.154
-181.878, 67.112, 2.907,  6.187
-181.875, 67.015, 2.916,  6.220
-181.872, 66.917, 2.925,  6.253
-181.869, 66.820, 2.934,  6.286
-181.866, 66.722, 2.943,  6.319
-181.863, 66.623, 2.952,  6.352
-181.860, 66.525, 2.961,  6.385
-181.857, 66.426, 2.971,  6.418
-181.855, 66.327, 2.980,  6.451
-181.852, 66.227, 2.989,  6.484
-181.849, 66.127, 2.999,  6.517
-181.846, 66.027, 3.008,  6.550
-181.844, 65.927, 3.018,  6.583
-181.841, 65.826, 3.027,  6.616
-181.838, 65.725, 3.037,  6.649
-181.836, 65.623, 3.046,  6.682
-181.833, 65.521, 3.056,  6.715
-181.831, 65.419, 3.065,  6.748
-181.828, 65.317, 3.075,  6.781
-181.826, 65.214, 3.084,  6.814
-181.823, 65.111, 3.094,  6.847
-181.821, 65.008, 3.103,  6.880
-181.819, 64.904, 3.113,  6.913
-181.816, 64.800, 3.123,  6.946
-181.814, 64.696, 3.133,  6.979
-181.812, 64.591, 3.143,  7.012
-181.809, 64.486, 3.153,  7.045
-181.807, 64.381, 3.163,  7.078
-181.805, 64.275, 3.173,  7.111
-181.803, 64.169, 3.183,  7.144
-181.801, 64.063, 3.193,  7.177
-181.799, 63.956, 3.203,  7.210
-181.797, 63.849, 3.213,  7.243
-181.794, 63.742, 3.223,  7.276
-181.792, 63.634, 3.233,  7.309
-181.790, 63.526, 3.243,  7.342
-181.788, 63.418, 3.253,  7.375
-181.786, 63.309, 3.264,  7.408
-181.785, 63.200, 3.274,  7.441
-181.783, 63.091, 3.284,  7.474
-181.781, 62.981, 3.295,  7.507
-181.779, 62.871, 3.305,  7.540
-181.777, 62.761, 3.316,  7.573
-181.775, 62.650, 3.326,  7.606
-181.773, 62.539, 3.336,  7.639
-181.772, 62.427, 3.347,  7.672
-181.770, 62.315, 3.358,  7.705
-181.768, 62.203, 3.368,  7.738
-181.766, 62.091, 3.379,  7.771
-181.765, 61.978, 3.390,  7.804
-181.763, 61.864, 3.400,  7.837
-181.761, 61.751, 3.411,  7.870
-181.760, 61.637, 3.422,  7.903
-181.758, 61.523, 3.433,  7.936
-181.756, 61.408, 3.444,  7.969
-181.755, 61.293, 3.455,  8.002
-181.753, 61.177, 3.466,  8.035
-181.752, 61.062, 3.477,  8.068
-181.750, 60.945, 3.488,  8.101
-181.749, 60.829, 3.499,  8.134
-181.747, 60.712, 3.510,  8.167
-181.746, 60.595, 3.521,  8.200
-181.744, 60.477, 3.532,  8.233
-181.743, 60.359, 3.543,  8.266
-181.741, 60.241, 3.554,  8.299
-181.740, 60.122, 3.566,  8.332
-181.738, 60.003, 3.577,  8.365
-181.737, 59.883, 3.589,  8.398
-181.735, 59.763, 3.600,  8.431
-181.734, 59.643, 3.612,  8.464
-181.733, 59.522, 3.623,  8.497
-181.731, 59.401, 3.635,  8.530
-181.730, 59.280, 3.647,  8.563
-181.729, 59.158, 3.658,  8.596
-181.727, 59.036, 3.670,  8.629
-181.726, 58.913, 3.681,  8.662
-181.725, 58.790, 3.693,  8.695
-181.724, 58.667, 3.704,  8.728
-181.722, 58.543, 3.716,  8.761
-181.721, 58.419, 3.728,  8.794
-181.720, 58.294, 3.740,  8.827
-181.719, 58.169, 3.752,  8.860
-181.717, 58.044, 3.764,  8.893
-181.716, 57.918, 3.776,  8.926
-181.715, 57.792, 3.788,  8.959
-181.714, 57.666, 3.800,  8.992
-181.712, 57.539, 3.812,  9.025
-181.711, 57.411, 3.824,  9.058
-181.710, 57.284, 3.837,  9.091
-181.709, 57.155, 3.849,  9.124
-181.708, 57.027, 3.861,  9.157
-181.707, 56.898, 3.874,  9.190
-181.706, 56.768, 3.886,  9.223
-181.705, 56.638, 3.899,  9.256
-181.703, 56.508, 3.911,  9.289
-181.702, 56.377, 3.923,  9.322
-181.701, 56.246, 3.935,  9.355
-181.700, 56.115, 3.948,  9.388
-181.699, 55.983, 3.960,  9.421
-181.698, 55.851, 3.972,  9.454
-181.697, 55.718, 3.985,  9.487
-181.696, 55.585, 3.997,  9.520
-181.695, 55.451, 4.010,  9.553
-181.694, 55.317, 4.023,  9.586
-181.693, 55.183, 4.035,  9.619
-181.692, 55.048, 4.048,  9.652
-181.691, 54.913, 4.061,  9.685
-181.690, 54.777, 4.073,  9.718
-181.689, 54.641, 4.086,  9.751
-181.688, 54.504, 4.099,  9.784
-181.687, 54.368, 4.112,  9.817
-181.686, 54.230, 4.125,  9.850
-181.685, 54.092, 4.138,  9.883
-181.684, 53.954, 4.151,  9.916
-181.683, 53.815, 4.164,  9.949
-181.682, 53.676, 4.178,  9.982
-181.681, 53.537, 4.191, 10.015
-181.680, 53.397, 4.204, 10.048
-181.679, 53.256, 4.217, 10.081
-181.678, 53.115, 4.231, 10.114
-181.678, 52.974, 4.244, 10.147
-181.677, 52.832, 4.257, 10.180
-181.676, 52.690, 4.271, 10.213
-181.675, 52.547, 4.284, 10.246
-181.674, 52.404, 4.298, 10.279
-181.673, 52.260, 4.311, 10.312
-181.672, 52.116, 4.325, 10.345
-181.671, 51.972, 4.339, 10.378
-181.671, 51.827, 4.353, 10.411
-181.670, 51.681, 4.367, 10.444
-181.669, 51.535, 4.380, 10.477
-181.668, 51.389, 4.394, 10.510
-181.667, 51.242, 4.408, 10.543
-181.666, 51.095, 4.422, 10.576
-181.665, 50.947, 4.436, 10.609
-181.665, 50.799, 4.450, 10.642
-181.664, 50.650, 4.464, 10.675
-181.663, 50.501, 4.478, 10.708
-181.662, 50.351, 4.493, 10.741
-181.661, 50.201, 4.507, 10.774
-181.660, 50.051, 4.521, 10.807
-181.660, 49.900, 4.535, 10.840
-181.659, 49.748, 4.550, 10.873
-181.658, 49.596, 4.564, 10.906
-181.657, 49.444, 4.579, 10.939
-181.656, 49.291, 4.593, 10.972
-181.656, 49.137, 4.608, 11.005
-181.655, 48.983, 4.623, 11.038
-181.654, 48.829, 4.638, 11.071
-181.653, 48.674, 4.652, 11.104
-181.653, 48.518, 4.667, 11.137
-181.652, 48.362, 4.682, 11.170
-181.651, 48.206, 4.697, 11.203
-181.650, 48.049, 4.712, 11.236
-181.649, 47.892, 4.727, 11.269
-181.649, 47.734, 4.742, 11.302
-181.648, 47.575, 4.757, 11.335
-181.647, 47.416, 4.772, 11.368
-181.646, 47.257, 4.787, 11.401
-181.646, 47.097, 4.802, 11.434
-181.645, 46.936, 4.817, 11.467
-181.644, 46.775, 4.833, 11.500
-181.643, 46.614, 4.848, 11.533
-181.643, 46.452, 4.864, 11.566
-181.642, 46.289, 4.879, 11.599
-181.641, 46.126, 4.895, 11.632
-181.641, 45.963, 4.911, 11.665
-181.640, 45.799, 4.926, 11.698
-181.639, 45.634, 4.942, 11.731
-181.638, 45.469, 4.958, 11.764
-181.638, 45.303, 4.974, 11.797
-181.637, 45.137, 4.989, 11.830
-181.636, 44.970, 5.005, 11.863
-181.635, 44.803, 5.021, 11.896
-181.635, 44.635, 5.037, 11.929
-181.634, 44.467, 5.053, 11.962
-181.633, 44.298, 5.069, 11.995
-181.633, 44.129, 5.085, 12.028
-181.632, 43.959, 5.100, 12.061
-181.631, 43.789, 5.110, 12.094
-181.631, 43.618, 5.107, 12.127
-181.630, 43.449, 5.091, 12.160
-181.629, 43.280, 5.076, 12.193
-181.628, 43.111, 5.066, 12.226
-181.628, 42.942, 5.062, 12.259
-181.627, 42.774, 5.065, 12.292
-181.626, 42.605, 5.075, 12.325
-181.626, 42.435, 5.092, 12.358
-181.625, 42.265, 5.116, 12.391
-181.624, 42.093, 5.147, 12.424
-181.623, 41.920, 5.185, 12.457
-181.623, 41.746, 5.227, 12.490
-181.622, 41.571, 5.272, 12.523
-181.621, 41.393, 5.320, 12.556
-181.621, 41.215, 5.367, 12.589
-181.620, 41.034, 5.412, 12.622
-181.619, 40.853, 5.453, 12.655
-181.619, 40.670, 5.489, 12.688
-181.618, 40.486, 5.518, 12.721
-181.617, 40.301, 5.540, 12.754
-181.616, 40.116, 5.556, 12.787
-181.616, 39.931, 5.565, 12.820
-181.615, 39.746, 5.570, 12.853
-181.614, 39.560, 5.571, 12.886
-181.614, 39.375, 5.570, 12.919
-181.613, 39.189, 5.567, 12.952
-181.612, 39.004, 5.565, 12.985
-181.612, 38.819, 5.563, 13.018
-181.611, 38.633, 5.564, 13.051
-181.610, 38.448, 5.568, 13.084
-181.610, 38.262, 5.576, 13.117
-181.609, 38.076, 5.587, 13.150
-181.608, 37.889, 5.603, 13.183
-181.608, 37.702, 5.623, 13.216
-181.607, 37.514, 5.647, 13.249
-181.606, 37.325, 5.675, 13.282
-181.606, 37.134, 5.705, 13.315
-181.605, 36.943, 5.738, 13.348
-181.604, 36.751, 5.773, 13.381
-181.604, 36.557, 5.807, 13.414
-181.603, 36.363, 5.841, 13.447
-181.602, 36.167, 5.873, 13.480
-181.602, 35.970, 5.903, 13.513
-181.601, 35.773, 5.929, 13.546
-181.600, 35.575, 5.952, 13.579
-181.599, 35.376, 5.971, 13.612
-181.599, 35.176, 5.987, 13.645
-181.598, 34.976, 6.000, 13.678
-181.597, 34.776, 6.011, 13.711
-181.597, 34.576, 6.020, 13.744
-181.596, 34.375, 6.029, 13.777
-181.595, 34.174, 6.037, 13.810
-181.595, 33.972, 6.046, 13.843
-181.594, 33.771, 6.056, 13.876
-181.593, 33.568, 6.068, 13.909
-181.592, 33.366, 6.082, 13.942
-181.592, 33.163, 6.099, 13.975
-181.591, 32.959, 6.118, 14.008
-181.590, 32.754, 6.139, 14.041
-181.590, 32.549, 6.163, 14.074
-181.589, 32.343, 6.189, 14.107
-181.588, 32.135, 6.216, 14.140
-181.587, 31.927, 6.245, 14.173
-181.587, 31.718, 6.274, 14.206
-181.586, 31.508, 6.303, 14.239
-181.585, 31.297, 6.331, 14.272
-181.585, 31.086, 6.358, 14.305
-181.584, 30.873, 6.383, 14.338
-181.583, 30.659, 6.407, 14.371
-181.583, 30.445, 6.428, 14.404
-181.582, 30.230, 6.448, 14.437
-181.581, 30.015, 6.465, 14.470
-181.580, 29.799, 6.481, 14.503
-181.580, 29.583, 6.496, 14.536
-181.579, 29.366, 6.511, 14.569
-181.578, 29.148, 6.525, 14.602
-181.578, 28.931, 6.540, 14.635
-181.577, 28.712, 6.556, 14.668
-181.576, 28.493, 6.573, 14.701
-181.575, 28.274, 6.591, 14.734
-181.575, 28.053, 6.611, 14.767
-181.574, 27.832, 6.633, 14.800
-181.573, 27.610, 6.657, 14.833
-181.572, 27.388, 6.682, 14.866
-181.572, 27.164, 6.708, 14.899
-181.571, 26.940, 6.735, 14.932
-181.570, 26.715, 6.763, 14.965
-181.569, 26.488, 6.790, 14.998
-181.569, 26.261, 6.816, 15.031
-181.568, 26.033, 6.842, 15.064
-181.567, 25.805, 6.867, 15.097
-181.566, 25.575, 6.890, 15.130
-181.566, 25.345, 6.912, 15.163
-181.565, 25.114, 6.932, 15.196
-181.564, 24.882, 6.952, 15.229
-181.563, 24.650, 6.971, 15.262
-181.563, 24.417, 6.989, 15.295
-181.562, 24.184, 7.008, 15.328
-181.561, 23.950, 7.026, 15.361
-181.560, 23.715, 7.045, 15.394
-181.559, 23.480, 7.065, 15.427
-181.559, 23.244, 7.086, 15.460
-181.558, 23.007, 7.108, 15.493
-181.557, 22.769, 7.131, 15.526
-181.556, 22.531, 7.155, 15.559
-181.556, 22.292, 7.180, 15.592
-181.555, 22.052, 7.206, 15.625
-181.554, 21.811, 7.232, 15.658
-181.553, 21.569, 7.258, 15.691
-181.552, 21.326, 7.285, 15.724
-181.552, 21.083, 7.311, 15.757
-181.551, 20.838, 7.337, 15.790
-181.550, 20.593, 7.362, 15.823
-181.549, 20.347, 7.387, 15.856
-181.548, 20.100, 7.411, 15.889
-181.547, 19.852, 7.435, 15.922
-181.547, 19.604, 7.458, 15.955
-181.546, 19.355, 7.481, 15.988
-181.545, 19.105, 7.503, 16.021
-181.544, 18.854, 7.526, 16.054
-181.543, 18.603, 7.548, 16.087
-181.542, 18.351, 7.570, 16.120
-181.542, 18.098, 7.593, 16.153
-181.541, 17.844, 7.616, 16.186
-181.540, 17.590, 7.639, 16.219
-181.539, 17.334, 7.663, 16.252
-181.538, 17.078, 7.687, 16.285
-181.537, 16.821, 7.712, 16.318
-181.536, 16.564, 7.737, 16.351
-181.535, 16.305, 7.763, 16.384
-181.535, 16.046, 7.789, 16.417
-181.534, 15.785, 7.815, 16.450
-181.533, 15.524, 7.841, 16.483
-181.532, 15.262, 7.867, 16.516
-181.531, 14.999, 7.894, 16.549
-181.530, 14.735, 7.920, 16.582
-181.529, 14.471, 7.946, 16.615
-181.528, 14.205, 7.973, 16.648
-181.527, 13.939, 7.999, 16.681
-181.526, 13.671, 8.025, 16.714
-181.525, 13.403, 8.051, 16.747
-181.525, 13.134, 8.076, 16.780
-181.524, 12.864, 8.102, 16.813
-181.523, 12.594, 8.128, 16.846
-181.522, 12.322, 8.154, 16.879
-181.521, 12.050, 8.180, 16.912
-181.520, 11.776, 8.205, 16.945
-181.519, 11.502, 8.232, 16.978
-181.518, 11.227, 8.258, 17.011
-181.517, 10.951, 8.284, 17.044
-181.516, 10.674, 8.311, 17.077
-181.515, 10.397, 8.338, 17.110
-181.514, 10.118, 8.365, 17.143
-181.513, 9.839, 8.392, 17.176
-181.512, 9.558, 8.419, 17.209
-181.511, 9.277, 8.446, 17.242
-181.510, 8.995, 8.474, 17.275
-181.509, 8.711, 8.502, 17.308
-181.508, 8.427, 8.529, 17.341
-181.507, 8.142, 8.557, 17.374
-181.506, 7.856, 8.585, 17.407
-181.505, 7.570, 8.613, 17.440
-181.504, 7.282, 8.641, 17.473
-181.503, 6.993, 8.669, 17.506
-181.502, 6.703, 8.698, 17.539
-181.501, 6.413, 8.726, 17.572
-181.500, 6.121, 8.754, 17.605
-181.498, 5.829, 8.782, 17.638
-181.497, 5.535, 8.811, 17.671
-181.496, 5.241, 8.839, 17.704
-181.495, 4.945, 8.868, 17.737
-181.494, 4.649, 8.896, 17.770
-181.493, 4.352, 8.925, 17.803
-181.492, 4.054, 8.954, 17.836
-181.491, 3.754, 8.983, 17.869
-181.490, 3.454, 9.012, 17.902
-181.488, 3.153, 9.041, 17.935
-181.487, 2.851, 9.070, 17.968
-181.486, 2.548, 9.099, 18.001
-181.485, 2.244, 9.129, 18.034
-181.484, 1.939, 9.158, 18.067
-181.483, 1.633, 9.188, 18.100
-181.482, 1.326, 9.218, 18.133
-181.480, 1.018, 9.248, 18.166
-181.479, 0.709, 9.278, 18.199
-181.478, 0.399, 9.308, 18.232
-181.477, 0.088, 9.338, 18.265
-181.476, -0.224, 9.368, 18.298
-181.474, -0.537, 9.399, 18.331
-181.473, -0.851, 9.429, 18.364
-181.472, -1.167, 9.460, 18.397
-181.471, -1.483, 9.491, 18.430
-181.469, -1.800, 9.521, 18.463
-181.468, -2.118, 9.552, 18.496
-181.467, -2.437, 9.583, 18.529
-181.466, -2.757, 9.614, 18.562
-181.464, -3.079, 9.645, 18.595
-181.463, -3.401, 9.676, 18.628
-181.462, -3.724, 9.707, 18.661
-181.461, -4.049, 9.739, 18.694
-181.459, -4.374, 9.770, 18.727
-181.458, -4.700, 9.802, 18.760
-181.457, -5.028, 9.834, 18.793
-181.455, -5.357, 9.865, 18.826
-181.454, -5.686, 9.897, 18.859
-181.453, -6.017, 9.929, 18.892
-181.451, -6.349, 9.961, 18.925
-181.450, -6.682, 9.994, 18.958
-181.449, -7.016, 10.026, 18.991
-181.447, -7.351, 10.058, 19.024
-181.446, -7.687, 10.091, 19.057
-181.444, -8.024, 10.124, 19.090
-181.443, -8.362, 10.156, 19.123
-181.442, -8.702, 10.189, 19.156
-181.440, -9.042, 10.222, 19.189
-181.439, -9.384, 10.256, 19.222
-181.437, -9.726, 10.289, 19.255
-181.436, -10.070, 10.322, 19.288
-181.434, -10.415, 10.356, 19.321
-181.433, -10.761, 10.389, 19.354
-181.432, -11.108, 10.423, 19.387
-181.430, -11.456, 10.456, 19.420
-181.429, -11.806, 10.490, 19.453
-181.427, -12.156, 10.524, 19.486
-181.426, -12.508, 10.558, 19.519
-181.424, -12.861, 10.592, 19.552
-181.422, -13.215, 10.626, 19.585
-181.421, -13.570, 10.661, 19.618
-181.419, -13.926, 10.695, 19.651
-181.418, -14.284, 10.730, 19.684
-181.416, -14.642, 10.764, 19.717
-181.415, -15.002, 10.799, 19.750
-181.413, -15.363, 10.834, 19.783
-181.411, -15.725, 10.869, 19.816
-181.410, -16.088, 10.904, 19.849
-181.408, -16.452, 10.939, 19.882
-181.407, -16.818, 10.975, 19.915
-181.405, -17.184, 11.010, 19.948
-181.403, -17.552, 11.046, 19.981
-181.402, -17.921, 11.081, 20.014
-181.400, -18.292, 11.117, 20.047
-181.398, -18.663, 11.153, 20.080
-181.397, -19.036, 11.189, 20.113
-181.395, -19.410, 11.226, 20.146
-181.393, -19.785, 11.262, 20.179
-181.391, -20.161, 11.298, 20.212
-181.390, -20.539, 11.335, 20.245
-181.388, -20.917, 11.371, 20.278
-181.386, -21.297, 11.408, 20.311
-181.384, -21.679, 11.445, 20.344
-181.383, -22.061, 11.482, 20.377
-181.381, -22.445, 11.519, 20.410
-181.379, -22.830, 11.557, 20.443
-181.377, -23.216, 11.594, 20.476
-181.375, -23.603, 11.632, 20.509
-181.374, -23.992, 11.670, 20.542
-181.372, -24.382, 11.708, 20.575
-181.370, -24.773, 11.746, 20.608
-181.368, -25.166, 11.785, 20.641
-181.366, -25.560, 11.824, 20.674
-181.364, -25.955, 11.862, 20.707
-181.362, -26.351, 11.901, 20.740
-181.360, -26.749, 11.940, 20.773
-181.358, -27.148, 11.980, 20.806
-181.357, -27.548, 12.019, 20.839
-181.355, -27.950, 12.059, 20.872
-181.353, -28.353, 12.098, 20.905
-181.351, -28.757, 12.138, 20.938
-181.349, -29.163, 12.178, 20.971
-181.347, -29.570, 12.218, 21.004
-181.345, -29.978, 12.258, 21.037
-181.342, -30.387, 12.298, 21.070
-181.340, -30.798, 12.338, 21.103
-181.338, -31.211, 12.379, 21.136
-181.336, -31.624, 12.419, 21.169
-181.334, -32.039, 12.460, 21.202
-181.332, -32.456, 12.500, 21.235
-181.330, -32.873, 12.541, 21.268
-181.328, -33.292, 12.582, 21.301
-181.326, -33.713, 12.623, 21.334
-181.324, -34.135, 12.664, 21.367
-181.321, -34.558, 12.705, 21.400
-181.319, -34.982, 12.747, 21.433
-181.317, -35.408, 12.788, 21.466
-181.315, -35.836, 12.830, 21.499
-181.313, -36.264, 12.871, 21.532
-181.310, -36.695, 12.913, 21.565
-181.308, -37.126, 12.955, 21.598
-181.306, -37.559, 12.998, 21.631
-181.303, -37.993, 13.040, 21.664
-181.301, -38.429, 13.083, 21.697
-181.299, -38.866, 13.125, 21.730
-181.296, -39.305, 13.168, 21.763
-181.294, -39.745, 13.211, 21.796
-181.292, -40.186, 13.254, 21.829
-181.289, -40.629, 13.298, 21.862
-181.287, -41.074, 13.341, 21.895
-181.285, -41.519, 13.385, 21.928
-181.282, -41.967, 13.428, 21.961
-181.280, -42.415, 13.472, 21.994
-181.277, -42.866, 13.516, 22.027
-181.275, -43.317, 13.561, 22.060
-181.272, -43.770, 13.605, 22.093
-181.270, -44.225, 13.649, 22.126
-181.267, -44.681, 13.694, 22.159
-181.265, -45.139, 13.739, 22.192
-181.262, -45.598, 13.784, 22.225
-181.260, -46.058, 13.829, 22.258
-181.257, -46.520, 13.874, 22.291
-181.254, -46.984, 13.919, 22.324
-181.252, -47.449, 13.964, 22.357
-181.249, -47.916, 14.010, 22.390
-181.246, -48.384, 14.056, 22.423
-181.244, -48.854, 14.102, 22.456
-181.241, -49.325, 14.148, 22.489
-181.238, -49.798, 14.194, 22.522
-181.236, -50.272, 14.240, 22.555
-181.233, -50.748, 14.286, 22.588
-181.230, -51.225, 14.333, 22.621
-181.227, -51.704, 14.380, 22.654
-181.225, -52.185, 14.426, 22.687
-181.222, -52.667, 14.473, 22.720
-181.219, -53.150, 14.520, 22.753
-181.216, -53.636, 14.568, 22.786
-181.214, -54.122, 14.615, 22.819
-181.211, -54.611, 14.663, 22.852
-181.208, -55.101, 14.710, 22.885
-181.205, -55.592, 14.758, 22.918
-181.202, -56.085, 14.806, 22.951
-181.200, -56.580, 14.854, 22.984
-181.197, -57.076, 14.903, 23.017
-181.194, -57.574, 14.951, 23.050
